Index,Property,Unit,Sq Ft,Bed Rooms,Program,Contract No.,Market Rent,Gross Rent,Contract Rent,RD Basic Rent,Subsidy,Tenant Rent,Utility Allowance,Optional Charges,TTP,Utility Reim.
466,Casa Pasiva LLC  (93casa),1A      ,789,2,Tax Credit,,1232.71,1180,0,0,0,1180,0,0,1180,0
467,Casa Pasiva LLC  (93casa),1B      ,990,2,,,611.8,673.65,0,0,0,673.65,0,0,0,0
468,Casa Pasiva LLC  (93casa),2A      ,789,2,,,1732,0,0,0,0,0,0,0,0,0
469,Casa Pasiva LLC  (93casa),2B      ,990,2,,,843.92,852.36,0,0,0,852.36,0,0,0,0
470,Casa Pasiva LLC  (93casa),2C      ,550,1,,,636.96,754.68,0,0,0,754.68,0,0,0,0
471,Casa Pasiva LLC  (93casa),2D      ,642,1,,,698.53,757.88,0,0,0,757.88,0,0,0,0
472,Casa Pasiva LLC  (93casa),3A      ,789,2,,,1260.97,1351.3,0,0,0,1351.3,0,0,0,0
473,Casa Pasiva LLC  (93casa),3B      ,990,2,,,1243.94,146,0,0,0,146,0,0,0,0
474,Casa Pasiva LLC  (93casa),3C      ,550,1,,,969.68,1039.15,0,0,0,1039.15,0,0,0,0
475,Casa Pasiva LLC  (93casa),3D      ,642,1,,,991.71,190,0,0,0,190,0,0,0,0
476,Casa Pasiva LLC  (93casa),4A      ,789,2,Tax Credit,,1717.82,2451.64,0,0,604.82,1717.82,129,0,1846.82,0
477,Casa Pasiva LLC  (93casa),4B      ,990,2,,,1258.99,1290.46,0,0,0,1290.46,0,0,0,0
478,Casa Pasiva LLC  (93casa),4C      ,550,1,Tax Credit,,885.4,885.4,0,0,0,885.4,0,0,885.4,0
479,Casa Pasiva LLC  (93casa),4D      ,642,1,Tax Credit,,790.76,736,0,0,0,736,0,0,736,0
480,Atlantic East Apartments LLC (atleast),103,429,0,Tax Credit,,0,931,0,0,707,138,86,0,224,0
481,Atlantic East Apartments LLC (atleast),104,852,3,,,0,0,0,0,0,0,0,0,0,0
482,Atlantic East Apartments LLC (atleast),105,503,1,Tax Credit,,1068,1166,0,0,0,1068,98,0,1166,0
483,Atlantic East Apartments LLC (atleast),106,400,0,,,845,887.25,0,0,0,887.25,0,0,0,0
484,Atlantic East Apartments LLC (atleast),107,525,1,Tax Credit,,848,921,0,0,0,848,73,0,921,0
485,Atlantic East Apartments LLC (atleast),108,360,0,Tax Credit,,845,931,0,0,0,845,86,0,931,0
486,Atlantic East Apartments LLC (atleast),201,701,2,Tax Credit,,0,1423,0,0,0,1293,130,0,1423,0
487,Atlantic East Apartments LLC (atleast),202,652,2,Tax Credit,,1732,0,0,0,0,0,0,0,0,0
488,Atlantic East Apartments LLC (atleast),203,590,1,Tax Credit,,0,750,0,0,0,652,98,0,750,0
489,Atlantic East Apartments LLC (atleast),204,852,3,Tax Credit,,0,797,0,0,0,635,162,0,797,0
490,Atlantic East Apartments LLC (atleast),205,503,1,Tax Credit,,0,1777,0,0,1679,0,98,0,98,0
491,Atlantic East Apartments LLC (atleast),301,701,2,Tax Credit,,0,666,0,0,0,557,109,0,666,0
492,Atlantic East Apartments LLC (atleast),302,652,2,Tax Credit,,0,1423,0,0,0,1293,130,0,1423,0
493,Atlantic East Apartments LLC (atleast),303,590,1,Tax Credit,,0,539,0,0,0,456,83,0,539,0
494,Atlantic East Apartments LLC (atleast),304,852,3,Tax Credit,,0,1042,0,0,0,906,136,0,1042,0
495,Atlantic East Apartments LLC (atleast),305,503,1,Tax Credit,,0,1971,0,0,1590,283,98,0,381,0
496,Atlantic East Apartments LLC (atleast),306,400,0,Tax Credit,,845,918,0,0,0,845,73,0,918,0
497,Atlantic East Apartments LLC (atleast),307,525,1,Tax Credit,,0,1166,0,0,0,1068,98,0,1166,0
498,Atlantic East Apartments LLC (atleast),308,360,0,Tax Credit,,0,1730,0,0,1644,0,86,0,86,0
499,Atlantic East Apartments LLC (atleast),401,701,2,Tax Credit,,0,922,0,0,0,792,130,0,922,0
500,Atlantic East Apartments LLC (atleast),402,652,2,Tax Credit,,0,2217,0,0,1747,340,130,0,470,0
501,Atlantic East Apartments LLC (atleast),403,590,1,Tax Credit,,0,554,0,0,0,456,98,0,554,0
502,Atlantic East Apartments LLC (atleast),404,852,3,Tax Credit,,1484,1619.9,0,0,1058.9,425,136,0,561,0
503,Atlantic East Apartments LLC (atleast),405,503,1,,,1068,0,0,0,0,0,0,0,0,0
504,Atlantic East Apartments LLC (atleast),406,400,0,Tax Credit,,0,943,0,0,563.9,281.1,98,0,379.1,0
505,Atlantic East Apartments LLC (atleast),407,525,1,Tax Credit,,0,1151,0,0,0,1068,83,0,1151,0
506,Atlantic East Apartments LLC (atleast),408,360,0,Tax Credit,,0,740,0,0,0,667,73,0,740,0
507,Atlantic East Apartments LLC (atleast),501,701,2,Tax Credit,,0,666,0,0,0,557,109,0,666,0
508,Atlantic East Apartments LLC (atleast),502,652,2,Tax Credit,,0,1136,0,0,0,1027,109,0,1136,0
509,Atlantic East Apartments LLC (atleast),503,590,1,Tax Credit,,0,750,0,0,0,652,98,0,750,0
510,Atlantic East Apartments LLC (atleast),504,852,3,Tax Credit,,0,1597,0,0,1435,0,162,0,162,0
511,Atlantic East Apartments LLC (atleast),505,503,1,Tax Credit,,0,1777,0,0,1641,38,98,0,136,0
512,Atlantic East Apartments LLC (atleast),506,400,0,Tax Credit,,0,931,0,0,0,845,86,0,931,0
513,Atlantic East Apartments LLC (atleast),507,525,1,Tax Credit,,0,1166,0,0,0,1068,98,0,1166,0
514,Atlantic East Apartments LLC (atleast),508,360,0,Tax Credit,,0,1720,0,0,1419,215,86,0,301,0
515,Atlantic East Apartments LLC (atleast),601,701,2,Tax Credit,,0,922,0,0,0,792,130,0,922,0
516,Atlantic East Apartments LLC (atleast),602,652,2,Tax Credit,,0,1423,0,0,782,511,130,0,641,0
517,Atlantic East Apartments LLC (atleast),603,590,1,Tax Credit,,0,1166,0,0,0,1068,98,0,1166,0
518,Atlantic East Apartments LLC (atleast),604,852,3,Tax Credit,,0,1620,0,0,0,1484,136,0,1620,0
519,Atlantic East Apartments LLC (atleast),605,503,1,Tax Credit,,0,1151,0,0,0,1068,83,0,1151,0
520,Atlantic East Apartments LLC (atleast),606,400,0,Tax Credit,,0,931,0,0,284.55,560.45,86,0,646.45,0
521,Atlantic East Apartments LLC (atleast),607,525,1,Tax Credit,,0,1777,0,0,1679,0,98,0,98,0
522,Atlantic East Apartments LLC (atleast),608,360,0,Tax Credit,,0,584,0,0,0,511,73,0,584,0
523,Atlantic East Apartments LLC (atleast),701,701,2,,,0,0,0,0,0,0,0,0,0,0
524,Atlantic East Apartments LLC (atleast),702,652,2,Tax Credit,,0,2037,0,0,1436,471,130,0,601,0
525,Atlantic East Apartments LLC (atleast),703,590,1,Tax Credit,,0,1166,0,0,0,1068,98,0,1166,0
526,Atlantic East Apartments LLC (atleast),703,590,1,Tax Credit,,0,1166,0,0,0,1068,98,0,1166,0
527,Atlantic East Apartments LLC (atleast),704,852,3,Tax Credit,,0,1313,0,0,0,1177,136,0,1313,0
528,Atlantic East Apartments LLC (atleast),705,503,1,Tax Credit,,0,1151,0,0,0,1068,83,0,1151,0
529,Atlantic East Apartments LLC (atleast),706,400,0,Tax Credit,,0,931,0,0,0,845,86,0,931,0
530,Atlantic East Apartments LLC (atleast),707,525,1,Tax Credit,,0,1151,0,0,0,1068,83,0,1151,0
531,Atlantic East Apartments LLC (atleast),708,360,0,Tax Credit,,0,931,0,0,0,845,86,0,931,0
532,Atlantic East Apartments LLC (atleast),801,701,2,Tax Credit,,0,1402,0,0,0,1293,109,0,1402,0
533,Atlantic East Apartments LLC (atleast),802,652,2,Tax Credit,,0,2037,0,0,1650,257,130,0,387,0
534,Atlantic East Apartments LLC (atleast),803,590,1,Tax Credit,,0,1166,0,0,829,239,98,0,337,0
535,Atlantic East Apartments LLC (atleast),804,852,3,Tax Credit,,0,1620,0,0,0,1484,136,0,1620,0
536,Atlantic East Apartments LLC (atleast),805,503,1,,,0,456,0,0,0,456,0,0,0,0
537,Atlantic East Apartments LLC (atleast),806,400,0,Tax Credit,,0,931,0,0,701,144,86,0,230,0
538,Atlantic East Apartments LLC (atleast),807,525,1,Tax Credit,,0,1151,0,0,0,1068,83,0,1151,0
539,Atlantic East Apartments LLC (atleast),808,360,0,Tax Credit,,0,931,0,0,0,845,86,0,931,0
540,Atlantic East Apartments LLC (atleast),901,701,2,Tax Credit,,0,1423,0,0,0,1293,130,0,1423,0
541,Atlantic East Apartments LLC (atleast),902,652,2,Tax Credit,,0,1136,0,0,0,1027,109,0,1136,0
542,Atlantic East Apartments LLC (atleast),903,590,1,Tax Credit,,0,750,0,0,0,652,98,0,750,0
543,Atlantic East Apartments LLC (atleast),904,852,3,Tax Credit,,0,1339,0,0,0,1177,162,0,1339,0
544,Atlantic East Apartments LLC (atleast),905,503,1,Tax Credit,,0,931,0,0,0,848,83,0,931,0
545,Atlantic East Apartments LLC (atleast),906,400,0,Tax Credit,,0,931,0,0,0,845,86,0,931,0
546,Atlantic East Apartments LLC (atleast),907,525,1,Tax Credit,,0,1151,0,0,0,1068,83,0,1151,0
547,Atlantic East Apartments LLC (atleast),908,360,0,Tax Credit,,667,740,0,0,0,667,73,0,740,0
548,Esperanza TPT HDFC (esper1),161-1A  ,619,1,HOME,,795.95,978,0,0,0,921,57,0,978,0
549,Esperanza TPT HDFC (esper1),161-1A  ,619,1,,,795.95,0,0,0,0,0,57,0,0,0
550,Esperanza TPT HDFC (esper1),161-1A  ,619,1,,,795.95,0,0,0,0,0,57,0,0,0
551,Esperanza TPT HDFC (esper1),161-1B  ,619,1,,,958.69,0,0,0,0,0,57,0,0,0
552,Esperanza TPT HDFC (esper1),161-2A  ,619,1,HOME,,925.88,1558,0,0,0,1501,57,0,1558,0
553,Esperanza TPT HDFC (esper1),161-2B  ,619,1,HOME,,688.55,1252,0,0,0,1195,57,0,1252,0
554,Esperanza TPT HDFC (esper1),161-3A  ,619,1,,,928.19,0,0,0,0,0,57,0,0,0
555,Esperanza TPT HDFC (esper1),161-3B  ,619,1,HOME,,1031.8,1116.8,0,0,992.8,39,85,0,124,0
556,Esperanza TPT HDFC (esper1),24-1    ,494,1,,,1082.43,0,0,0,0,0,57,0,0,0
557,Esperanza TPT HDFC (esper1),24-2B   ,669,2,,,1304.56,1398.02,0,0,0,1398.02,58,0,0,0
558,Esperanza TPT HDFC (esper1),24-2F   ,669,2,,,1259.3,1259.3,0,0,0,1259.3,58,0,0,0
559,Esperanza TPT HDFC (esper1),24-3B   ,669,2,,,1088.78,1149.69,0,0,0,1149.69,58,0,0,0
560,Esperanza TPT HDFC (esper1),24-3F   ,669,2,,,1149.69,1088.78,0,0,0,1088.78,129,0,0,0
561,Irving Stockholm HDFC (grovegar),273-1L  ,0,1,,,906.44,205,0,0,0,205,0,0,0,0
562,Irving Stockholm HDFC (grovegar),273-1R  ,0,1,Tax Credit,,926.95,808.02,0,0,0,808.02,0,0,808.02,0
563,Irving Stockholm HDFC (grovegar),273-2L  ,0,1,Tax Credit,,815.82,815.82,0,0,0,815.82,0,0,815.82,0
564,Irving Stockholm HDFC (grovegar),273-2R  ,0,2,Tax Credit,,891.42,891,0,0,0,891,0,0,891,0
565,Irving Stockholm HDFC (grovegar),273-3L  ,0,2,Tax Credit,,857.14,857.14,0,0,0,857.14,0,0,857.14,0
566,Irving Stockholm HDFC (grovegar),299-1L  ,0,1,Tax Credit,,931,972,0,0,821,110,41,0,151,0
567,Irving Stockholm HDFC (grovegar),299-1R  ,0,1,Tax Credit,,825.25,787,0,0,0,787,0,0,787,0
568,Irving Stockholm HDFC (grovegar),299-2L  ,0,2,Tax Credit,,1096.73,0,0,0,0,0,0,0,0,0
569,Irving Stockholm HDFC (grovegar),299-2R  ,0,2,,,918.34,974.66,0,0,0,974.66,0,0,0,0
570,Irving Stockholm HDFC (grovegar),299-3L  ,0,2,Tax Credit,,891.42,891,0,0,0,891,0,0,891,0
571,Irving Stockholm HDFC (grovegar),299-4R  ,0,2,Tax Credit,,1155.59,1068,0,0,0,1068,0,0,1068,0
572,Irving Stockholm HDFC (grovegar),302J-1L ,0,1,Tax Credit,,819,972,0,0,0,931,41,0,972,0
573,Irving Stockholm HDFC (grovegar),302J-1R ,0,1,Tax Credit,,942.3,942,0,0,0,942,0,0,942,0
574,Irving Stockholm HDFC (grovegar),302J-2L ,0,2,Tax Credit,,1090.91,1090.91,0,0,0,1090.91,0,0,1090.91,0
575,Irving Stockholm HDFC (grovegar),302J-2R ,0,2,Tax Credit,,619.55,619.55,0,0,0,619.55,0,0,619.55,0
576,Irving Stockholm HDFC (grovegar),302J-3L ,0,2,Tax Credit,,891.42,891,0,0,0,891,0,0,891,0
577,Irving Stockholm HDFC (grovegar),302J-4R ,0,2,,,1032.7,1082.46,0,0,0,1082.46,0,0,0,0
578,Irving Stockholm HDFC (grovegar),304G-1L ,0,1,Tax Credit,,973.36,1058.86,0,0,973.86,0,85,0,85,0
579,Irving Stockholm HDFC (grovegar),304G-1R ,0,1,Tax Credit,,1130.4,1402.34,0,0,969.36,347.98,85,0,432.98,0
580,Irving Stockholm HDFC (grovegar),304G-2L ,0,1,Tax Credit,,757.14,757.14,0,0,0,757.14,0,0,757.14,0
581,Irving Stockholm HDFC (grovegar),304G-2R ,0,2,Tax Credit,,857.14,857.14,0,0,0,857.14,0,0,857.14,0
582,Irving Stockholm HDFC (grovegar),304G-3L ,0,2,,,857.14,0,0,0,0,0,0,0,0,0
583,Irving Stockholm HDFC (grovegar),304J-1L ,0,1,Tax Credit,,757.14,757.14,0,0,0,757.14,0,0,757.14,0
584,Irving Stockholm HDFC (grovegar),304J-1R ,0,1,Tax Credit,,883,971,0,0,734,197,40,0,237,0
585,Irving Stockholm HDFC (grovegar),304J-2L ,0,2,,,889,900.11,0,0,0,900.11,0,0,0,0
586,Irving Stockholm HDFC (grovegar),304J-2R ,0,2,Tax Credit,,903.98,903.98,0,0,0,903.98,0,0,903.98,0
587,Irving Stockholm HDFC (grovegar),304J-3L ,0,2,Tax Credit,,875.1,841.44,0,0,0,841.44,0,0,841.44,0
588,Irving Stockholm HDFC (grovegar),304J-4R ,0,2,Tax Credit,,1121.97,1013.23,0,0,0,1013.23,0,0,1013.23,0
589,Irving Stockholm HDFC (grovegar),308G-1L ,0,0,Tax Credit,,729.91,710.38,0,0,0,710.38,0,0,710.38,0
590,Irving Stockholm HDFC (grovegar),308G-1R ,0,2,Tax Credit,,963.39,963.39,0,0,0,963.39,0,0,963.39,0
591,Irving Stockholm HDFC (grovegar),308G-2L ,0,1,Tax Credit,,894.04,342,0,0,0,342,0,0,342,0
592,Irving Stockholm HDFC (grovegar),308G-2R ,0,2,Tax Credit,,1054.41,1054.41,0,0,0,1054.41,0,0,1054.41,0
593,Irving Stockholm HDFC (grovegar),308G-3L ,0,2,Tax Credit,,148,1101,0,0,0,1101,0,0,1101,0
594,Irving Stockholm HDFC (grovegar),312G-1L ,0,0,,,846.03,0,0,0,0,0,0,0,0,0
595,Irving Stockholm HDFC (grovegar),312G-1R ,0,2,Tax Credit,,857.14,857.14,0,0,0,857.14,0,0,857.14,0
596,Irving Stockholm HDFC (grovegar),312G-2L ,0,1,Tax Credit,,787.42,787,0,0,0,787,0,0,787,0
597,Irving Stockholm HDFC (grovegar),312G-2R ,0,2,Tax Credit,,891.42,891,0,0,0,891,0,0,891,0
598,Irving Stockholm HDFC (grovegar),312G-3L ,0,2,,,891.42,1015.55,0,0,0,1015.55,0,0,0,0
599,Irving Stockholm HDFC (grovegar),316-1L  ,0,1,Tax Credit,,870.23,870,0,0,0,870,0,0,870,0
600,Irving Stockholm HDFC (grovegar),316-1R  ,0,1,Tax Credit,,845.18,836.22,0,0,0,836.22,0,0,836.22,0
601,Irving Stockholm HDFC (grovegar),316-2L  ,0,2,Tax Credit,,1137.03,1018.54,0,0,0,1018.54,0,0,1018.54,0
602,Irving Stockholm HDFC (grovegar),316-2R  ,0,2,,,857.14,20,0,0,0,20,0,0,0,0
603,Irving Stockholm HDFC (grovegar),316-3L  ,0,2,,,857.14,0,0,0,0,0,0,0,0,0
604,Irving Stockholm HDFC (grovegar),316-4R  ,0,2,Tax Credit,,1044.31,996.43,0,0,0,996.43,0,0,996.43,0
605,Casa Pasiva LLC  (harmanca),160-1A  ,700,2,Tax Credit,,802.06,771.22,0,0,0,771.22,0,0,771.22,0
606,Casa Pasiva LLC  (harmanca),160-1B  ,700,2,,,765.62,233,0,0,0,233,58,0,0,0
607,Casa Pasiva LLC  (harmanca),160-2A  ,700,2,,,445.85,488.51,0,0,0,488.51,58,0,0,0
608,Casa Pasiva LLC  (harmanca),160-2B  ,700,2,Tax Credit,,734.55,1001.1,0,0,137.55,734.55,129,0,863.55,0
609,Casa Pasiva LLC  (harmanca),160-2C  ,700,2,,,387.91,411.63,0,0,0,411.63,58,0,0,0
610,Casa Pasiva LLC  (harmanca),160-2D  ,700,2,,,845.21,91,0,0,0,91,58,0,0,0
611,Casa Pasiva LLC  (harmanca),160-3A  ,700,2,,,763.36,259,0,0,0,259,58,0,0,0
612,Casa Pasiva LLC  (harmanca),160-3B  ,700,2,,,832.7,443,0,0,0,443,58,0,0,0
613,Casa Pasiva LLC  (harmanca),160-3C  ,700,2,,,724.06,214,0,0,0,214,58,0,0,0
614,Casa Pasiva LLC  (harmanca),160-3D  ,700,2,Tax Credit,,891.27,1666.54,0,0,718.27,819.27,129,0,948.27,0
615,Casa Pasiva LLC  (harmanca),160-4A  ,700,2,,,819.45,965.12,0,0,0,965.12,58,0,0,0
616,Casa Pasiva LLC  (harmanca),160-4B  ,700,2,,,827.19,909.11,0,0,0,909.11,58,0,0,0
617,Casa Pasiva LLC  (harmanca),160-4C  ,700,2,,,410.98,435.84,0,0,0,435.84,58,0,0,0
618,Casa Pasiva LLC  (harmanca),160-4D  ,700,2,Tax Credit,,1068,1068,0,0,0,1068,0,0,1068,0
619,Casa Pasiva LLC  (harmanca),173-1A  ,925,0,,,2228,0,0,0,0,0,0,0,0,0
620,Casa Pasiva LLC  (harmanca),173-1B  ,725,2,,,747.73,785.13,0,0,0,785.13,58,0,0,0
621,Casa Pasiva LLC  (harmanca),173-2A  ,725,2,,,803.99,946.91,0,0,0,946.91,58,0,0,0
622,Casa Pasiva LLC  (harmanca),173-2B  ,725,2,,,345.96,370.73,0,0,0,370.73,58,0,0,0
623,Casa Pasiva LLC  (harmanca),173-2C  ,725,2,,,681.59,719.73,0,0,0,719.73,58,0,0,0
624,Casa Pasiva LLC  (harmanca),173-2D  ,725,2,,,642.72,795.75,0,0,0,795.75,58,0,0,0
625,Casa Pasiva LLC  (harmanca),173-3A  ,725,2,Tax Credit,,1141.26,1068,0,0,0,1068,0,0,1068,0
626,Casa Pasiva LLC  (harmanca),173-3B  ,725,2,,,839.64,1039.79,0,0,0,1039.79,58,0,0,0
627,Casa Pasiva LLC  (harmanca),173-3C  ,725,2,,,453.97,0,0,0,0,0,58,0,0,0
628,Casa Pasiva LLC  (harmanca),173-3D  ,725,2,,,858.77,902.25,0,0,0,902.25,58,0,0,0
629,Casa Pasiva LLC  (harmanca),173-4A  ,725,2,,,831.75,0,0,0,0,0,58,0,0,0
630,Casa Pasiva LLC  (harmanca),173-4B  ,725,2,,,380.82,439.8,0,0,0,439.8,58,0,0,0
631,Casa Pasiva LLC  (harmanca),173-4C  ,725,2,,,568.27,647.37,0,0,0,647.37,58,0,0,0
632,Casa Pasiva LLC  (harmanca),173-4D  ,725,2,,,720.81,720.81,0,0,0,720.81,58,0,0,0
633,Casa Pasiva LLC  (harmanca),181-1A  ,740,2,Tax Credit,,1054.22,1074.55,0,0,0,1033.55,41,0,1074.55,0
634,Casa Pasiva LLC  (harmanca),181-1B  ,740,2,,,1375.54,326.75,0,0,0,326.75,58,0,0,0
635,Casa Pasiva LLC  (harmanca),181-2A  ,740,2,,,672.13,726,0,0,0,726,58,0,0,0
636,Casa Pasiva LLC  (harmanca),181-2B  ,740,2,Tax Credit,,690.08,663.54,0,0,0,663.54,0,0,663.54,0
637,Casa Pasiva LLC  (harmanca),181-2C  ,740,2,,,945.63,969.27,0,0,0,969.27,58,0,0,0
638,Casa Pasiva LLC  (harmanca),181-2D  ,740,2,Tax Credit,,1193.19,1068,0,0,0,1068,0,0,1068,0
639,Casa Pasiva LLC  (harmanca),181-3A  ,740,2,,,331.05,418.16,0,0,0,418.16,58,0,0,0
640,Casa Pasiva LLC  (harmanca),181-3B  ,740,2,,,672.13,791.62,0,0,0,791.62,58,0,0,0
641,Casa Pasiva LLC  (harmanca),181-3C  ,740,2,,,468.72,533.98,0,0,0,533.98,58,0,0,0
642,Casa Pasiva LLC  (harmanca),181-3D  ,740,2,,,618.2,710.34,0,0,0,710.34,58,0,0,0
643,Casa Pasiva LLC  (harmanca),181-4A  ,740,2,,,696.41,772.14,0,0,0,772.14,58,0,0,0
644,Casa Pasiva LLC  (harmanca),181-4B  ,740,2,,,626.97,738.43,0,0,0,738.43,58,0,0,0
645,Casa Pasiva LLC  (harmanca),181-4C  ,740,2,Tax Credit,,1193.18,1068,0,0,0,1068,0,0,1068,0
646,Casa Pasiva LLC  (harmanca),181-4D  ,740,2,,,671.96,756.97,0,0,0,756.97,58,0,0,0
647,Rheingold Heights One Associates L.P. (heights1),1A      ,1000,2,Tax Credit,,1732,1825,0,0,1452,280,93,0,373,0
648,Rheingold Heights One Associates L.P. (heights1),1B      ,1000,2,Tax Credit,,1732,1825,0,0,1425,307,93,0,400,0
649,Rheingold Heights One Associates L.P. (heights1),1C      ,1000,2,Tax Credit,,1049.56,1142.39,0,0,0,1049.39,93,0,1142.39,0
650,Rheingold Heights One Associates L.P. (heights1),2A      ,1000,2,Tax Credit,,1732,1825,0,0,557,1175,93,0,1268,0
651,Rheingold Heights One Associates L.P. (heights1),2B      ,1000,2,Tax Credit,,1109,1164.9,0,0,0,1054.9,110,0,1164.9,0
652,Rheingold Heights One Associates L.P. (heights1),2C      ,750,1,Tax Credit,,1496,1581,0,0,1130,366,85,0,451,0
653,Rheingold Heights One Associates L.P. (heights1),2D      ,1250,3,Tax Credit,,1177.82,1231.82,0,0,0,1177.82,54,0,1231.82,0
654,Rheingold Heights One Associates L.P. (heights1),2E      ,1000,2,,,1003.88,0,0,0,0,0,58,0,0,0
655,Rheingold Heights One Associates L.P. (heights1),2F      ,1000,2,Tax Credit,,1166,1312.05,0,0,0,1219.05,93,0,1312.05,0
656,Rheingold Heights One Associates L.P. (heights1),2G      ,1000,2,Tax Credit,,1732,1790.55,0,0,1319,413.55,58,0,471.55,0
657,Rheingold Heights One Associates L.P. (heights1),2H      ,1000,2,Tax Credit,,1059.67,1200.88,0,0,717.88,390,93,0,483,0
658,Rheingold Heights One Associates L.P. (heights1),2I      ,750,1,Tax Credit,,1496,1553,0,0,1203,293,57,0,350,0
659,Rheingold Heights One Associates L.P. (heights1),2J      ,750,1,Tax Credit,,1496,1568,0,0,1261,235,72,0,307,0
660,Rheingold Heights One Associates L.P. (heights1),3A      ,1000,2,Tax Credit,,1226.5,1284.5,0,0,776.5,450,58,0,508,0
661,Rheingold Heights One Associates L.P. (heights1),3B      ,1000,2,Tax Credit,,922.42,897.74,0,0,0,897.74,0,0,897.74,0
662,Rheingold Heights One Associates L.P. (heights1),3C      ,1000,2,Tax Credit,,1358.5,1536,0,0,1304,192,40,0,232,0
663,Rheingold Heights One Associates L.P. (heights1),3D      ,1250,3,Tax Credit,,1225.15,1361.15,0,0,0,1225.15,136,0,1361.15,0
664,Rheingold Heights One Associates L.P. (heights1),3E      ,1000,2,Tax Credit,,873.2,873.2,0,0,0,873.2,0,0,873.2,0
665,Rheingold Heights One Associates L.P. (heights1),3F      ,1000,2,Tax Credit,,1003.89,1081,0,0,0,1023,58,0,1081,0
666,Rheingold Heights One Associates L.P. (heights1),3G      ,1000,2,Tax Credit,,799.64,932.93,0,0,0,839.93,93,0,932.93,0
667,Rheingold Heights One Associates L.P. (heights1),3H      ,1000,2,Tax Credit,,803.14,955.76,0,0,0,862.76,93,0,955.76,0
668,Rheingold Heights One Associates L.P. (heights1),3I      ,750,1,Tax Credit,,831.92,941.76,0,0,0,869.76,72,0,941.76,0
669,Rheingold Heights One Associates L.P. (heights1),3J      ,750,1,Tax Credit,,754.74,907,0,0,750,100,57,0,157,0
670,Rheingold Heights One Associates L.P. (heights1),4A      ,1000,2,Tax Credit,,1023.97,1142.57,0,0,0,1049.57,93,0,1142.57,0
671,Rheingold Heights One Associates L.P. (heights1),4B      ,1000,2,Tax Credit,,1109,259,0,0,0,259,0,0,259,0
672,Rheingold Heights One Associates L.P. (heights1),4C      ,750,1,Tax Credit,,917,925,0,0,750,175,0,0,175,0
673,Rheingold Heights One Associates L.P. (heights1),4D      ,1250,3,Tax Credit,,928.12,1112.03,0,0,0,997.03,115,0,1112.03,0
674,Rheingold Heights One Associates L.P. (heights1),4E      ,1000,2,Tax Credit,,1006.51,1055,0,0,0,997,58,0,1055,0
675,Rheingold Heights One Associates L.P. (heights1),4F      ,1000,2,Tax Credit,,977.03,1142.56,0,0,0,1049.56,93,0,1142.56,0
676,Rheingold Heights One Associates L.P. (heights1),4G      ,1000,2,Tax Credit,,799.64,990.9,0,0,0,897.9,93,0,990.9,0
677,Rheingold Heights One Associates L.P. (heights1),4H      ,1000,2,Tax Credit,,799.63,969.12,0,0,0,876.12,93,0,969.12,0
678,Rheingold Heights One Associates L.P. (heights1),4I      ,750,1,Tax Credit,,1496,1568,0,0,1297,199,72,0,271,0
679,Rheingold Heights One Associates L.P. (heights1),4J      ,750,1,Tax Credit,,861.4,912.39,0,0,0,840.39,72,0,912.39,0
680,Rheingold Heights One Associates L.P. (heights1),5A      ,1000,2,Tax Credit,,899,1081.97,0,0,0,1023.97,58,0,1081.97,0
681,Rheingold Heights One Associates L.P. (heights1),5B      ,1000,2,Tax Credit,,1048.14,1089.14,0,0,0,1048.14,41,0,1089.14,0
682,Rheingold Heights One Associates L.P. (heights1),5C      ,750,1,Tax Credit,,1358.5,1568,0,0,1297,199,72,0,271,0
683,Rheingold Heights One Associates L.P. (heights1),5D      ,1250,3,Tax Credit,,1140.47,1194.47,0,0,1074.47,66,54,0,120,0
684,Rheingold Heights One Associates L.P. (heights1),5E      ,1000,2,Tax Credit,,1583.23,1624.23,0,0,1009,574.23,41,0,615.23,0
685,Rheingold Heights One Associates L.P. (heights1),5F      ,1000,2,Tax Credit,,899,1027,0,0,0,986,41,0,1027,0
686,Rheingold Heights One Associates L.P. (heights1),5G      ,1000,2,Tax Credit,,958.24,1135.04,0,0,0,1042.04,93,0,1135.04,0
687,Rheingold Heights One Associates L.P. (heights1),5H      ,1000,2,Tax Credit,,1170.35,1280.35,0,0,0,1170.35,110,0,1280.35,0
688,Rheingold Heights One Associates L.P. (heights1),5I      ,750,1,Tax Credit,,801.88,1772.66,0,0,748.03,967.63,57,0,1024.63,0
689,Rheingold Heights One Associates L.P. (heights1),5J      ,750,1,Tax Credit,,1404,1052,0,0,784,227,41,0,268,0
690,Rheingold Heights One Associates L.P. (heights1),6A      ,1000,2,Tax Credit,,899,1153.06,0,0,0,1060.06,93,0,1153.06,0
691,Rheingold Heights One Associates L.P. (heights1),6B      ,1000,2,Tax Credit,,1732,1402,0,0,804,546,52,0,598,0
692,Rheingold Heights One Associates L.P. (heights1),6C      ,750,1,Tax Credit,,665.12,786.51,0,0,0,714.51,72,0,786.51,0
693,Rheingold Heights One Associates L.P. (heights1),6D      ,1250,3,Tax Credit,,854,1102.31,0,0,0,987.31,115,0,1102.31,0
694,Rheingold Heights One Associates L.P. (heights1),6E      ,1000,2,Tax Credit,,899,1142.56,0,0,0,1049.56,93,0,1142.56,0
