Name,City,Country,IATA,ICAO,Latitude,Longitude
Fayetteville Regional Grannis Field,Fayetteville,United States,FAY,KFAY,34.99119949,-78.88030243
Wokal Field Glasgow International Airport,Glasgow,United States,GGW,KGGW,48.212502,-106.614998
Central Nebraska Regional Airport,Grand Island,United States,GRI,KGRI,40.96749878,-98.30960083
Memorial Field,Hot Springs,United States,HOT,KHOT,34.47800064,-93.09619904
Tri-State/Milton J. Ferguson Field,Huntington,United States,HTS,KHTS,38.36669922,-82.55799866
Kili Airport,Kili Island,Marshall Islands,KIO,Q51,5.644515,169.119507
Kirksville Regional Airport,Kirksville,United States,IRK,KIRK,40.09349823,-92.54489899
Jamestown Regional Airport,Jamestown,United States,JMS,KJMS,46.92969894,-98.67819977
Laramie Regional Airport,Laramie,United States,LAR,KLAR,41.31209946,-105.6750031
Arnold Palmer Regional Airport,Latrobe,United States,LBE,KLBE,40.27590179,-79.40480042
North Platte Regional Airport Lee Bird Field,North Platte,United States,LBF,KLBF,41.12620163,-100.6839981
Lebanon Municipal Airport,Lebanon,United States,LEB,KLEB,43.62609863,-72.30419922
Crater Lake-Klamath Regional Airport,Klamath Falls,United States,LMT,KLMT,42.156101,-121.733002
Lancaster Airport,Lancaster,United States,LNS,KLNS,40.12170029,-76.2960968
Lewistown Municipal Airport,Lewistown,United States,LWT,KLWT,47.04930115,-109.4670029
Lynchburg Regional Preston Glenn Field,Lynchburg,United States,LYH,KLYH,37.3266983,-79.20040131
Muskegon County Airport,Muskegon,United States,MKG,KMKG,43.16949844,-86.23819733
Frank Wiley Field,Miles City,United States,MLS,KMLS,46.4280014,-105.8860016
Northwest Alabama Regional Airport,Muscle Shoals,United States,MSL,KMSL,34.74530029,-87.61019897
Southwest Oregon Regional Airport,North Bend,United States,OTH,KOTH,43.417099,-124.2460022
Owensboro Daviess County Airport,Owensboro,United States,OWB,KOWB,37.74010086,-87.16680145
Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States,PIB,KPIB,31.46710014,-89.33709717
Pocatello Regional Airport,Pocatello,United States,PIH,KPIH,42.90980148,-112.5960007
Pierre Regional Airport,Pierre,United States,PIR,KPIR,44.38270187,-100.2860031
Pellston Regional Airport of Emmet County Airport,Pellston,United States,PLN,KPLN,45.57089996,-84.79669952
Portsmouth International at Pease Airport,Portsmouth,United States,PSM,KPSM,43.07789993,-70.82330322
Reading Regional Carl A Spaatz Field,Reading,United States,RDG,KRDG,40.37850189,-75.96520233
Rhinelander Oneida County Airport,Rhinelander,United States,RHI,KRHI,45.63119888,-89.46749878
Southwest Wyoming Regional Airport,Rock Springs,United States,RKS,KRKS,41.5942,-109.065001
Rutland - Southern Vermont Regional Airport,Rutland,United States,RUT,KRUT,43.52939987,-72.94960022
San Luis County Regional Airport,San Luis Obispo,United States,SBP,KSBP,35.23680115,-120.6419983
Sheridan County Airport,Sheridan,United States,SHR,KSHR,44.76919937,-106.9800034
Adirondack Regional Airport,Saranac Lake,United States,SLK,KSLK,44.38529968,-74.20619965
Salina Municipal Airport,Salina,United States,SLN,KSLN,38.79100037,-97.65219879
Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States,SMX,KSMX,34.89889908,-120.4570007
Tupelo Regional Airport,Tupelo,United States,TUP,KTUP,34.26810074,-88.76989746
Quincy Regional Baldwin Field,Quincy,United States,UIN,KUIN,39.94269943,-91.19460297
Victoria Regional Airport,Victoria,United States,VCT,KVCT,28.8526001,-96.91850281
Valdosta Regional Airport,Valdosta,United States,VLD,KVLD,30.78249931,-83.27670288
Worland Municipal Airport,Worland,United States,WRL,KWRL,43.96569824,-107.9509964
Yakima Air Terminal McAllister Field,Yakima,United States,YKM,KYKM,46.56819916,-120.5439987
Ercan International Airport,Nicosia,Cyprus,ECN,LCEN,35.15470123,33.49610138
Logroño-Agoncillo Airport,Logroño-Agoncillo,Spain,RJL,LELO,42.46095349,-2.322235107
Île d'Yeu Airport,Île d'Yeu,France,IDY,LFEY,46.71860123,-2.391109943
Angers-Loire Airport,Angers/Marcé,France,ANE,LFJR,47.560299,-0.312222
La Môle Airport,La Môle,France,LTT,LFTZ,43.205399,6.482
Syros Airport,Syros Island,Greece,JSY,LGSO,37.42279816,24.95089912
Pécs-Pogány Airport,Pécs-Pogány,Hungary,PEV,LHPP,45.990898,18.240996
Győr-Pér International Airport,Győr,Hungary,\N,LHPR,47.624401,17.813601
Sármellék International Airport,Sármellék,Hungary,SOB,LHSM,46.686391,17.159084
Aosta Airport,Aosta,Italy,AOT,LIMW,45.738499,7.36872
Salerno Costa d'Amalfi Airport,Salerno,Italy,QSR,LIRI,40.620399,14.9113
Corvo Airport,Corvo,Portugal,CVU,LPCR,39.671501,-31.1136
Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,BNX,LQBK,44.94139862,17.29750061
Uşak Airport,Usak,Turkey,USQ,LTBO,38.68149948,29.47170067
Kars Airport,Kars,Turkey,KSY,LTCF,40.56219864,43.11500168
Şanlıurfa Airport,Sanliurfa,Turkey,SFQ,LTCH,37.09429932,38.8470993
Kahramanmaraş Airport,Kahramanmaras,Turkey,KCM,LTCN,37.53882599,36.95352173
Ağrı Airport,Agri,Turkey,AJI,LTCO,39.65454102,43.02597809
Adıyaman Airport,Adiyaman,Turkey,ADF,LTCP,37.73139954,38.46889877
Süleyman Demirel International Airport,Isparta,Turkey,ISE,LTFC,37.85540009,30.36840057
Balıkesir Körfez Airport,Balikesir Korfez,Turkey,EDO,LTFD,39.55459976,27.01379967
Samsun Çarşamba Airport,Samsun,Turkey,SZF,LTFH,41.254501,36.567101
Žilina Airport,Žilina,Slovakia,ILZ,LZZI,49.23149872,18.6135006
JAGS McCartney International Airport,Cockburn Town,Turks and Caicos Islands,GDT,MBGT,21.44449997,-71.14230347
Middle Caicos Airport,Middle Caicos,Turks and Caicos Islands,MDS,MBMC,21.82602,-71.8025
Salt Cay Airport,Salt Cay,Turks and Caicos Islands,SLX,MBSY,21.33300018,-71.19999695
Samaná El Catey International Airport,Samana,Dominican Republic,AZS,MDCY,19.2670002,-69.74199677
La Isabela International Airport,La Isabela,Dominican Republic,JBQ,MDJB,18.57250023,-69.98560333
Puerto Barrios Airport,Puerto Barrios,Guatemala,PBR,MGPB,15.7309,-88.583801
Quezaltenango Airport,Quezaltenango,Guatemala,AAZ,MGQZ,14.8656,-91.501999
Utirik Airport,Utirik Island,Marshall Islands,UTK,03N,11.222,169.852005
Ahuas Airport,Ahuas,Honduras,AHS,MHAH,15.4722,-84.352203
Puerto Lempira Airport,Puerto Lempira,Honduras,PEU,MHPL,15.2622,-83.781197
Mili Island Airport,Mili Island,Marshall Islands,MIJ,MLIP,6.08333,171.733002
Captain Rogelio Castillo National Airport,Celaya,Mexico,CYW,MMCY,20.546,-100.887001
Ciudad Constitución Airport,Ciudad Constitución,Mexico,CUA,MMDA,25.05380058,-111.6149979
Guerrero Negro Airport,Guerrero Negro,Mexico,GUB,MMGR,28.0261,-114.024002
El Lencero Airport,Jalapa,Mexico,JAL,MMJA,19.47509956,-96.79750061
Alonso Valderrama Airport,Chitré,Panama,CTD,MPCE,7.987840176,-80.40969849
Enrique Adolfo Jimenez Airport,Colón,Panama,ONX,MPEJ,9.356639862,-79.86740112
Jaqué Airport,Jaqué,Panama,JQE,MPJE,7.517779827,-78.15720367
Captain Ramon Xatruch Airport,La Palma,Panama,PLP,MPLP,8.406669617,-78.14170074
Aerotortuguero Airport,Roxana,Costa Rica,TTQ,MRAO,10.42,-83.6095
Barra del Colorado Airport,Pococi,Costa Rica,BCL,MRBC,10.76869965,-83.58560181
Cabo Velas Airport,Nicoya,Costa Rica,\N,MRCV,10.35569954,-85.85289764
Islita Airport,Nandayure,Costa Rica,PBP,MRIA,9.856109619,-85.3707962
Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,PJM,MRPJ,8.533329964,-83.30000305
Tobias Bolanos International Airport,San Jose,Costa Rica,SYQ,MRPV,9.957050323,-84.13980103
(Duplicate) Playa Samara Airport,Playa Samara,Costa Rica,\N,MRSR,9.87,-85.48
Jérémie Airport,Jeremie,Haiti,JEE,MTJE,18.66309929,-74.17030334
Port-de-Paix Airport,Port-de-Paix,Haiti,PAX,MTPX,19.93359947,-72.84860229
Cayo Coco Airport,Cayo Coco,Cuba,\N,MUOC,22.51320076,-78.51100159
Alberto Delgado Airport,Trinidad,Cuba,TND,MUTD,21.78829956,-79.99720001
Congo Town Airport,Andros,Bahamas,COX,MYAK,24.158701,-77.589798
Arthur's Town Airport,Arthur's Town,Bahamas,ATC,MYCA,24.6294,-75.673797
New Bight Airport,Cat Island,Bahamas,TBI,MYCB,24.3153,-75.452301
Colonel Hill Airport,Colonel Hill,Bahamas,CRI,MYCI,22.74559975,-74.18240356
Nassau Paradise Island Airport,Nassau,Bahamas,PID,MYPI,25.08300018,-77.30000305
Enua Airport,Atiu Island,Cook Islands,AIU,NCAT,-19.96780014,-158.1190033
Mangaia Island Airport,Mangaia Island,Cook Islands,MGS,NCMG,-21.89598656,-157.906662
Manihiki Island Airport,Manihiki Island,Cook Islands,MHX,NCMH,-10.3767004,-161.0019989
Mauke Airport,Mauke Island,Cook Islands,MUK,NCMK,-20.13610077,-157.3450012
Mitiaro Island Airport,Mitiaro Island,Cook Islands,MOI,NCMR,-19.84250069,-157.7030029
Tongareva Airport,Penrhyn Island,Cook Islands,PYE,NCPY,-9.014369965,-158.0324097
Cicia Airport,Cicia,Fiji,ICI,NFCI,-17.74329948,-179.3419952
Malolo Lailai Island Airport,Malolo Lailai Island,Fiji,PTF,NFFO,-17.7779007,177.1970062
Vunisea Airport,Vunisea,Fiji,KDV,NFKD,-19.05809975,178.1569977
Mana Island Airport,Mana Island,Fiji,MNF,NFMA,-17.67309952,177.0980072
Moala Airport,Moala,Fiji,MFJ,NFMO,-18.56669998,179.951004
Ngau Airport,Ngau,Fiji,NGI,NFNG,-18.11560059,179.3399963
Lakeba Island Airport,Lakeba Island,Fiji,LKB,NFNK,-18.19919968,-178.8170013
Labasa Airport,Lambasa,Fiji,LBS,NFNL,-16.4666996,179.3399963
Matei Airport,Matei,Fiji,TVU,NFNM,-16.69059944,-179.8769989
Koro Island Airport,Koro Island,Fiji,KXF,NFNO,-17.3458004,179.4219971
Rotuma Airport,Rotuma,Fiji,RTA,NFNR,-12.48250008,177.0709991
Savusavu Airport,Savusavu,Fiji,SVU,NFNS,-16.80279922,179.3410034
Kaufana Airport,Eua Island,Tonga,EUA,NFTE,-21.37829971,-174.9579926
Lifuka Island Airport,Lifuka,Tonga,HPA,NFTL,-19.77700043,-174.3410034
Mata'aho Airport,"Angaha, Niuafo'ou Island",Tonga,NFO,NFTO,-15.57079983,-175.6329956
Kuini Lavenia Airport,Niuatoputapu,Tonga,NTT,NFTP,-15.977297,-173.791089
Vanua Balavu Airport,Vanua Balavu,Fiji,VBV,NFVB,-17.2689991,-178.9759979
Niue International Airport,Alofi,Niue,IUE,NIUE,-19.07903099,-169.9255981
Pointe Vele Airport,Futuna Island,Wallis and Futuna,FUT,NLWF,-14.31140041,-178.0659943
Maota Airport,Savaii Island,Samoa,MXS,NSMA,-13.74230003,-172.2579956
Apataki Airport,Apataki,French Polynesia,APK,NTGD,-15.5736,-146.414993
Ahe Airport,Ahe,French Polynesia,AHE,NTHE,-14.42809963,-146.2570038
Hiva Oa-Atuona Airport,Hiva-oa,French Polynesia,AUQ,NTMN,-9.768790245,-139.0110016
Ua Pou Airport,Ua Pou,French Polynesia,UAP,NTMP,-9.35167,-140.078003
Ua Huka Airport,Ua Huka,French Polynesia,UAH,NTMU,-8.93611,-139.552002
Mota Lava Airport,Ablow,Vanuatu,MTV,NVSA,-13.66600037,167.7120056
Sola Airport,Sola,Vanuatu,SLH,NVSC,-13.85169983,167.5370026
Torres Airstrip,Loh/Linua,Vanuatu,TOH,NVSD,-13.32800007,166.6380005
Siwo Airport,Sangafa,Vanuatu,EAE,NVSE,-17.09029961,168.3430023
Craig Cove Airport,Craig Cove,Vanuatu,CCV,NVSF,-16.264999,167.923996
Longana Airport,Longana,Vanuatu,LOD,NVSG,-15.30669975,167.9669952
Sara Airport,Pentecost Island,Vanuatu,SSR,NVSH,-15.4708004,168.1519928
Tavie Airport,Paama Island,Vanuatu,PBJ,NVSI,-16.43899918,168.2570038
Lamap Airport,Lamap,Vanuatu,LPM,NVSL,-16.4611228,167.829253
Lamen Bay Airport,Lamen Bay,Vanuatu,LNB,NVSM,-16.58419991,168.1589966
Maewo-Naone Airport,Maewo Island,Vanuatu,MWF,NVSN,-15,168.0829926
Lonorore Airport,Lonorore,Vanuatu,LNE,NVSO,-15.86559963,168.1719971
Norsup Airport,Norsup,Vanuatu,NUS,NVSP,-16.0797,167.401001
Gaua Island Airport,Gaua Island,Vanuatu,ZGU,NVSQ,-14.21809959,167.5870056
Redcliffe Airport,Redcliffe,Vanuatu,RCL,NVSR,-15.47200012,167.8350067
Santo Pekoa International Airport,Santo,Vanuatu,SON,NVSS,-15.50500011,167.2200012
Tongoa Airport,Tongoa Island,Vanuatu,TGH,NVST,-16.89109993,168.5509949
Uléi Airport,Ambryn Island,Vanuatu,ULB,NVSU,-16.3297,168.3011
Valesdir Airport,Valesdir,Vanuatu,VLS,NVSV,-16.79610062,168.177002
Southwest Bay Airport,Malekula Island,Vanuatu,SWJ,NVSX,-16.4864,167.4472
North West Santo Airport,Olpoi,Vanuatu,OLJ,NVSZ,-14.88169956,166.5579987
Aneityum Airport,Anelghowhat,Vanuatu,AUY,NVVA,-20.24920082,169.7709961
Aniwa Airport,Aniwa,Vanuatu,AWD,NVVB,-19.2346,169.6009
Dillon's Bay Airport,Dillon's Bay,Vanuatu,DLY,NVVD,-18.76939964,169.0010071
Futuna Airport,Futuna Island,Vanuatu,FTA,NVVF,-19.51639938,170.2319946
Ipota Airport,Ipota,Vanuatu,IPA,NVVI,-18.856389,169.283333
Tiga Airport,Tiga,New Caledonia,TGJ,NWWA,-21.09609985,167.8040009
Île Art - Waala Airport,Waala,New Caledonia,BMY,NWWC,-19.72060013,163.6609955
Île des Pins Airport,Île des Pins,New Caledonia,ILP,NWWE,-22.58889961,167.4559937
Fayzabad Airport,Faizabad,Afghanistan,FBD,OAFZ,37.121101,70.518097
Dawadmi Domestic Airport,Dawadmi,Saudi Arabia,\N,OEDW,24.5,44.40000153
Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia,AJF,OESK,29.78510094,40.09999847
Wadi Al Dawasir Airport,Wadi-al-dawasir,Saudi Arabia,WAE,OEWD,20.50429916,45.19960022
Khoram Abad Airport,Khorram Abad,Iran,KHD,OICK,33.4353981,48.28290176
Bam Airport,Bam,Iran,BXR,OIKM,29.08419991,58.45000076
Rafsanjan Airport,Rafsanjan,Iran,RJN,OIKR,30.29770088,56.05110168
Bojnord Airport,Bojnourd,Iran,BJB,OIMN,37.49300003,57.30820084
Sabzevar National Airport,Sabzevar,Iran,AFZ,OIMS,36.16809845,57.59519958
Noshahr Airport,Noshahr,Iran,NSH,OINN,36.66329956,51.46469879
Dasht-e Naz Airport,Dasht-e-naz,Iran,SRY,OINZ,36.63579941,53.1935997
Lar Airport,Lar,Iran,LRR,OISL,27.67469978,54.38330078
Ardabil Airport,Ardabil,Iran,ADU,OITL,38.32569885,48.42440033
Urmia Airport,Uromiyeh,Iran,OMH,OITR,37.66809845,45.06869888
Al Ain International Airport,Al Ain,United Arab Emirates,AAN,OMAL,24.26169968,55.60919952
Bannu Airport,Bannu,Pakistan,BNP,OPBN,32.9729,70.527901
Bahawalpur Airport,Bahawalpur,Pakistan,BHV,OPBW,29.34810066,71.71800232
Chitral Airport,Chitral,Pakistan,CJL,OPCH,35.88660049,71.80059814
Dalbandin Airport,Dalbandin,Pakistan,DBA,OPDB,28.87829971,64.39980316
Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,DEA,OPDG,29.96100044,70.48590088
Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,DSK,OPDI,31.90940094,70.89659882
Jiwani Airport,Jiwani,Pakistan,JIW,OPJI,25.06780052,61.80540085
Hyderabad Airport,Hyderabad,Pakistan,HDD,OPKD,25.3181,68.366096
Khuzdar Airport,Khuzdar,Pakistan,KDD,OPKH,27.79059982,66.64730072
Ormara Airport,Ormara Raik,Pakistan,ORW,OPOR,25.27470016,64.58599854
Parachinar Airport,Parachinar,Pakistan,PAJ,OPPC,33.90209961,70.07160187
Skardu Airport,Skardu,Pakistan,KDU,OPSD,35.33549881,75.53600311
Sehwan Sharif Airport,Sehwan Sharif,Pakistan,SYW,OPSN,26.47310066,67.71720123
Turbat International Airport,Turbat,Pakistan,TUK,OPTU,25.9864006,63.03020096
Sulaymaniyah International Airport,Sulaymaniyah,Iraq,ISU,ORSU,35.5617485,45.31673813
Kamishly Airport,Kamishly,Syria,KAC,OSKL,37.02059937,41.19139862
Sayun International Airport,Sayun Intl,Yemen,GXF,OYSY,15.96609974,48.78829956
Adak Airport,Adak Island,United States,ADK,PADK,51.87799835,-176.6459961
Gustavus Airport,Gustavus,United States,GST,PAGS,58.4253006,-135.7070007
Skagway Airport,Skagway,United States,SGY,PAGY,59.46009827,-135.3159943
Holy Cross Airport,Holy Cross,United States,HCR,PAHC,62.18830109,-159.7749939
Haines Airport,Haines,United States,HNS,PAHN,59.24380112,-135.5240021
Kalskag Airport,Kalskag,United States,KLG,PALG,61.53630066,-160.3410034
McGrath Airport,Mcgrath,United States,MCG,PAMC,62.95289993,-155.6060028
Mountain Village Airport,Mountain Village,United States,MOU,PAMO,62.09540176,-163.6820068
Aniak Airport,Aniak,United States,ANI,PANI,61.58160019,-159.5429993
Chevak Airport,Chevak,United States,VAK,PAVA,61.5409,-165.6005
Wrangell Airport,Wrangell,United States,WRG,PAWG,56.48429871,-132.3699951
Balimo Airport,Balimo,Papua New Guinea,OPU,AYBM,-8.050000191,142.9329987
Baimuru Airport,Baimuru,Papua New Guinea,VMU,AYBA,-7.496860027,144.8199005
Kalaupapa Airport,Molokai,United States,LUP,PHLU,21.21100044,-156.973999
Eniwetok Airport,Eniwetok Atoll,Marshall Islands,ENT,PKMA,11.34070015,162.3280029
Matsu Nangan Airport,Matsu Islands,Taiwan,LZN,RCFG,26.1598,119.958
Hengchun Airport,Hengchun,Taiwan,HCN,RCKW,22.04109955,120.7300034
Matsu Beigan Airport,Matsu Islands,Taiwan,MFK,RCMT,26.224199,120.002998
Kushiro Airport,Kushiro,Japan,KUH,RJCK,43.04100037,144.1929932
Okadama Airport,Sapporo,Japan,OKD,RJCO,43.117447,141.38134
Saga Airport,Saga,Japan,HSG,RJFS,33.14970016,130.302002
Nagoya Airport,Nagoya,Japan,NKM,RJNA,35.25500107,136.923996
Iwami Airport,Iwami,Japan,IWJ,RJOW,34.67639923,131.7899933
Fukushima Airport,Fukushima,Japan,FKS,RJSF,37.22740173,140.4309998
Odate Noshiro Airport,Odate Noshiro,Japan,ONJ,RJSR,40.19189835,140.3710022
Shonai Airport,Shonai,Japan,SYO,RJSY,38.81219864,139.7870026
Miyakejima Airport,Miyakejima,Japan,MYE,RJTQ,34.07360077,139.5599976
Kunsan Air Base,Kunsan,South Korea,KUV,RKJK,35.90380096,126.6159973
Mokpo Heliport,Mokpo,South Korea,MPK,RKJM,34.75889969,126.3799973
Wonju/Hoengseong Air Base (K-38/K-46),Wonju,South Korea,WJU,RKNW,37.441201,127.963858
Yangyang International Airport,Sokcho / Gangneung,South Korea,YNY,RKNY,38.061298,128.669006
Sacheon Air Base/Airport,Sacheon,South Korea,HIN,RKPS,35.088591,128.071747
Cheongju International Airport/Cheongju Air Base (K-59/G-513),Chongju,South Korea,CJJ,RKTU,36.717008,127.498741
Subic Bay International Airport,Olongapo City,Philippines,SFS,RPLB,14.79440022,120.2710037
Cuyo Airport,Cuyo,Philippines,CYU,RPLO,10.85809994,121.0690002
Rajah Buayan Air Base,General Santos City,Philippines,\N,RPMB,6.106440067,125.2350006
Camiguin Airport,Camiguin,Philippines,CGM,RPMH,9.253520012,124.7070007
Jolo Airport,Jolo,Philippines,JOL,RPMJ,6.05366993,121.0110016
Sanga Sanga Airport,Sanga Sanga,Philippines,TWT,RPMN,5.046991,119.742996
Surigao Airport,Sangley Point,Philippines,SUG,RPMS,9.755838326,125.4809475
Tandag Airport,Tandag,Philippines,TDG,RPMW,9.072110176,126.1709976
Naga Airport,Naga,Philippines,WNP,RPUN,13.5848999,123.2699966
Basco Airport,Basco,Philippines,BSO,RPUO,20.4513,121.980003
San Fernando Airport,San Fernando,Philippines,SFE,RPUS,16.59560013,120.3030014
Tuguegarao Airport,Tuguegarao,Philippines,TUG,RPUT,17.64336768,121.7331505
Virac Airport,Virac,Philippines,VRC,RPUV,13.5763998,124.2060013
Calbayog Airport,Calbayog City,Philippines,CYP,RPVC,12.07269955,124.5449982
Catarman National Airport,Catarman,Philippines,CRM,RPVF,12.5024004,124.6360016
Moises R. Espinosa Airport,Masbate,Philippines,MBT,RPVJ,12.369682,123.630095
Roxas Airport,Roxas City,Philippines,RXS,RPVR,11.59770012,122.7519989
General Enrique Mosconi Airport,Tartagal,Argentina,TTG,SAST,-22.6196003,-63.79370117
Las Heras Airport,Las Heras,Argentina,LHS,SAVH,-46.53829956,-68.96530151
Antoine de Saint Exupéry Airport,San Antonio Oeste,Argentina,OES,SAVN,-40.7512,-65.0343
Lago Argentino Airport,El Calafate,Argentina,ING,SAWA,-50.336102,-72.248596
Gobernador Gregores Airport,Gobernador Gregores,Argentina,GGS,SAWR,-48.7831,-70.150002
Santa Teresita Airport,Santa Teresita,Argentina,SST,SAZL,-36.5423,-56.7218
Necochea Airport,Necochea,Argentina,NEC,SAZO,-38.4831,-58.8172
Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,JDO,SBJU,-7.218959808,-39.27009964
Coronel Horácio de Mattos Airport,Lençóis,Brazil,LEC,SBLE,-12.4822998,-41.27700043
Macaé Airport,Macaé,Brazil,MEA,SBME,-22.34300041,-41.76599884
Frank Miloye Milenkowichi–Marília State Airport,Marília,Brazil,MII,SBML,-22.19689941,-49.92639923
Vitória da Conquista Airport,Vitória Da Conquista,Brazil,VDC,SBQV,-14.86279964,-40.86309814
Santa Maria Airport,Santa Maria,Brazil,RIA,SBSM,-29.711399,-53.688202
Toledo Airport,Toledo,Brazil,TOW,SBTD,-24.6863,-53.697498
Ricardo García Posada Airport,El Salvador,Chile,ESR,SCES,-26.31110001,-69.76519775
Pucón Airport,Pucon,Chile,ZPC,SCPC,-39.2928009,-71.91590118
Sorocaba Airport,Sorocaba,Brazil,SOD,SDCO,-23.478001,-47.490002
San Cristóbal Airport,San Cristóbal,Ecuador,SCY,SEST,-0.910206,-89.617401
Camilo Ponce Enriquez Airport,La Toma (Catamayo),Ecuador,LOH,SETM,-3.99589,-79.371902
General Rivadeneira Airport,Esmeraldas,Ecuador,ESM,SETN,0.978519022,-79.62660217
Port Stanley Airport,Stanley,Falkland Islands,PSY,SFAL,-51.68569946,-57.77759933
Santa Ana Airport,Cartago,Colombia,CRC,SKGO,4.75818,-75.9557
La Jagua Airport,Garzón,Colombia,\N,SKGZ,2.1464,-75.6944
Caucaya Airport,Puerto Leguízamo,Colombia,LQM,SKLG,-0.182278,-74.7708
La Pedrera Airport,La Pedrera,Colombia,LPD,SKLP,-1.32861,-69.5797
Reyes Murillo Airport,Nuquí,Colombia,NQU,SKNQ,5.6964,-77.2806
Obando Airport,Puerto Inírida,Colombia,PDA,SKPD,3.85353,-67.9062
El Yopal Airport,Yopal,Colombia,EYP,SKYP,5.31911,-72.384
Capitán de Av. Emilio Beltrán Airport,Guayaramerín,Bolivia,GYA,SLGY,-10.82059956,-65.34559631
Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia,PUR,SLPR,-11.107663,-67.551155
Capitán Av. Selin Zeitun Lopez Airport,Riberalta,Bolivia,RIB,SLRI,-11,-66
Reyes Airport,Reyes,Bolivia,REY,SLRY,-14.3044,-67.353401
Capitán Av. German Quiroga G. Airport,San Borja,Bolivia,SRJ,SLSB,-14.85919952,-66.73750305
Zorg en Hoop Airport,Paramaribo,Suriname,ORG,SMZO,5.81108,-55.190701
Mucuri Airport,Mucuri,Brazil,MVS,SNMU,-18.0489006,-39.86420059
Caballococha Airport,Caballococha,Peru,\N,SPBC,-3.916860104,-70.5082016
Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,CJA,SPJR,-7.139180183,-78.48940277
Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru,HUU,SPNC,-9.878809929,-76.20480347
Maria Reiche Neuman Airport,Nazca,Peru,NZC,SPZA,-14.85400009,-74.96150208
Santa Rosa Airport,Santa Rosa,Brazil,SRA,SSZR,-27.9067,-54.520401
El Jagüel / Punta del Este Airport,Maldonado,Uruguay,\N,SUPE,-34.91699982,-54.91699982
Escuela Mariscal Sucre Airport,Maracay,Venezuela,MYC,SVBS,10.24997807,-67.64942169
Juan Pablo Pérez Alfonso Airport,El Vigía,Venezuela,VIG,SVVG,8.624139,-71.672668
Ji-Paraná Airport,Ji-Paraná,Brazil,JPR,SWJI,-10.87080002,-61.8465004
Codrington Airport,Codrington,Antigua and Barbuda,BBQ,TAPH,17.635799,-61.828602
La Désirade Airport,Grande Anse,Guadeloupe,DSD,TFFA,16.296902,-61.0844
Baillif Airport,Basse Terre,Guadeloupe,BBR,TFFB,16.01329994,-61.74219894
St-François Airport,St-François,Guadeloupe,SFC,TFFC,16.25779915,-61.26250076
Les Bases Airport,Grand Bourg,Guadeloupe,GBJ,TFFM,15.86870003,-61.27000046
Vance W. Amory International Airport,Charlestown,Saint Kitts and Nevis,NEV,TKPN,17.20569992,-62.58990097
Virgin Gorda Airport,Spanish Town,British Virgin Islands,VIJ,TUPW,18.44639969,-64.42749786
J F Mitchell Airport,Bequia,Saint Vincent and the Grenadines,BQU,TVSB,12.98840046,-61.26200104
Union Island International Airport,Union Island,Saint Vincent and the Grenadines,UNI,TVSU,12.60013485,-61.41194534
Kokshetau Airport,Kokshetau,Kazakhstan,KOV,UACK,53.329102,69.594597
Petropavlosk South Airport,Petropavlosk,Kazakhstan,PPK,UACP,54.77470016,69.18389893
Zhezkazgan Airport,Zhezkazgan,Kazakhstan,DZN,UAKD,47.708302,67.733299
Ust-Kamennogorsk Airport,Ust Kamenogorsk,Kazakhstan,UKK,UASK,50.03659821,82.49420166
Kostanay West Airport,Kostanay,Kazakhstan,KSN,UAUU,53.20690155,63.5503006
Ganja Airport,Ganja,Azerbaijan,KVD,UBBG,40.73770142,46.31760025
Nakhchivan Airport,Nakhchivan,Azerbaijan,NAJ,UBBN,39.18880081,45.45840073
Chulman Airport,Neryungri,Russia,NER,UELL,56.91389847,124.9140015
Polyarny Airport,Yakutia,Russia,PYJ,UERP,66.40039825,112.0299988
Chokurdakh Airport,Chokurdah,Russia,CKH,UESO,70.62310028,147.9019928
Cherskiy Airport,Cherskiy,Russia,CYX,UESS,68.74060059,161.3379974
Tiksi Airport,Tiksi,Russia,IKS,UEST,71.6977005,128.9029999
Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,Russia,KXK,UHKK,50.4090004,136.9340057
Ugolny Airport,Anadyr,Russia,DYR,UHMA,64.734902,177.740997
Okhotsk Airport,Okhotsk,Russia,OHO,UHOO,59.4100647,143.0565033
Ujae Atoll Airport,Ujae Atoll,Marshall Islands,UJE,UJAP,8.928059578,165.7619934
Mariupol International Airport,Mariupol International,Ukraine,MPW,UKCM,47.0760994,37.44960022
Luhansk International Airport,Lugansk,Ukraine,VSG,UKCW,48.41740036,39.37409973
Zaporizhzhia International Airport,Zaporozhye,Ukraine,OZH,UKDE,47.86700058,35.31570053
